Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Text_Combined,Processed_Text_NLTK,Sentiment_Score_VADER,Sentiment_VADER,TextBlob_Subjectivity,TextBlob_Polarity,Sentiment_TextBlob
"Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",Nostalgia,2018-02-05 15:15:00,MemoryLaneTraveler,Facebook,10.0,20.0,USA,2018,2,5,15,revisiting old photographs caught embrace nostalgias bittersweet symphony nostalgia memorylane,revisit old photograph caught embrac nostalgia bittersweet symphoni nostalgia memorylan,0.25,Positive,0.2,0.1,Positive
"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",Ambivalence,2022-05-30 11:30:00,MixedFeelings,Twitter,12.0,25.0,Canada,2022,5,30,11,torn conflicting emotions ambivalence paints decisions shades uncertainty ambivalence uncertainchoices,torn conflict emot ambival paint decis shade uncertainti ambival uncertainchoic,-0.7269,Negative,0.0,0.0,Neutral
"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,2023-01-10 16:20:00,ZenLifestyle,Instagram,15.0,30.0,UK,2023,1,10,16,embracing ebb flow life finding acceptance dance existence acceptance lifejourney,embrac ebb flow life find accept danc exist accept lifejourney,0.7184,Positive,0.0,0.0,Neutral
"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Determination,2020-09-18 13:45:00,ResilientSpirit,Facebook,10.0,20.0,India,2020,9,18,13,facing challenges headon determination fuels fire within achieve impossible determination achievetheimpossible,face challeng headon determin fuel fire within achiev imposs determin achievetheimposs,0.5106,Positive,1.0,-0.6666666666666666,Negative
"Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.",Serenity,2021-07-03 19:00:00,NatureSoul,Twitter,12.0,25.0,Australia,2021,7,3,19,serenity found stillness nature tranquil retreat chaos modern world serenity natureretreat,seren found still natur tranquil retreat chao modern world seren natureretreat,-0.4019,Negative,0.3,0.2,Positive
"Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,2022-10-08 08:15:00,EternalLearner,Instagram,20.0,40.0,USA,2022,10,8,8,curiosity leading rabbit hole knowledge perpetual student lifes classroom curiosity knowledgequest,curios lead rabbit hole knowledg perpetu student life classroom curios knowledgequest,0.0,Neutral,0.0,0.0,Neutral
"Floating through the day with an air of indifference, detached from the mundane happenings around.",Indifference,2023-03-22 16:30:00,AloofObserver,Facebook,10.0,20.0,Canada,2023,3,22,16,floating day air indifference detached mundane happenings around indifference floatingthroughlife,float day air indiffer detach mundan happen around indiffer floatingthroughlif,-0.2263,Negative,0.16666666666666666,-0.16666666666666666,Negative
"Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.",Confusion,2021-05-15 11:45:00,ThoughtExplorer,Twitter,15.0,30.0,UK,2021,5,15,11,entangled web thoughts confusion reigning navigate labyrinth ideas confusion thoughtlabyrinth,entangl web thought confus reign navig labyrinth idea confus thoughtlabyrinth,-0.5267,Negative,0.0,0.0,Neutral
"Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",Numbness,2019-12-28 14:30:00,StoicSoul,Instagram,8.0,15.0,Australia,2019,12,28,14,numb chaos emotions locked away stoic facade concealing inner turmoil numbness stoicfacade,numb chao emot lock away stoic facad conceal inner turmoil numb stoicfacad,-0.8658,Negative,0.5833333333333334,-0.3,Negative
"Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",Melancholy,2020-03-01 19:00:00,DreamerInSilence,Facebook,12.0,25.0,India,2020,3,1,19,melancholy whispers breeze silent conversation echoes forgotten dreams melancholy whispersinthebreeze,melancholi whisper breez silent convers echo forgotten dream melancholi whispersinthebreez,-0.6124,Negative,0.1,0.0,Neutral
"Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",Nostalgia,2018-07-10 15:45:00,JournalKeeper,Twitter,10.0,20.0,Canada,2018,7,10,15,stumbling upon old journal nostalgia flooding waves carrying moments long gone nostalgia journalmoments,stumbl upon old journal nostalgia flood wave carri moment long gone nostalgia journalmo,0.0,Neutral,0.30000000000000004,0.025,Neutral
"A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,2022-01-05 10:30:00,ThreadWeaver,Instagram,12.0,25.0,UK,2022,1,5,10,tapestry conflicting feelings weaving uncertainty caught threads ambivalence ambivalence conflictingfeelings,tapestri conflict feel weav uncertainti caught thread ambival ambival conflictingfeel,-0.6249,Negative,0.0,0.0,Neutral
"Embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",Acceptance,2021-08-20 16:20:00,SelfLoveAdvocate,Facebook,15.0,30.0,Australia,2021,8,20,16,embracing flaws finding acceptance imperfection journey towards selflove acceptance selflovejourney,embrac flaw find accept imperfect journey toward selflov accept selflovejourney,0.7184,Positive,0.0,0.0,Neutral
"Determination burning like a wildfire, overcoming obstacles, turning dreams into reality.",Determination,2019-11-03 13:45:00,DreamChaser,Twitter,18.0,35.0,USA,2019,11,3,13,determination burning like wildfire overcoming obstacles turning dreams reality determination dreamsintoreality,determin burn like wildfir overcom obstacl turn dream realiti determin dreamsintor,0.7906,Positive,0.0,-0.05,Negative
"Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",Serenity,2020-04-12 19:30:00,OceanSoul,Instagram,25.0,50.0,Canada,2020,4,12,19,tranquil moments ocean serenity washing peaceful retreat within waves embrace serenity oceanretreat,tranquil moment ocean seren wash peac retreat within wave embrac seren oceanretreat,0.7579,Positive,0.5,0.25,Positive
"Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.",Curiosity,2022-04-15 08:45:00,HorizonExplorer,Facebook,22.0,45.0,India,2022,4,15,8,exploring new horizons spark curiosity adventurer vast landscape knowledge curiosity newhorizons,explor new horizon spark curios adventur vast landscap knowledg curios newhorizon,0.4767,Positive,0.7272727272727273,0.06818181818181818,Positive
"Drifting through the day with a nonchalant demeanor, embracing the art of indifference.",Indifference,2023-02-10 17:00:00,NonchalantSpirit,Twitter,9.0,18.0,UK,2023,2,10,17,drifting day nonchalant demeanor embracing art indifference indifference driftingthroughlife,drift day nonchal demeanor embrac art indiffer indiffer driftingthroughlif,-0.1027,Negative,0.0,0.0,Neutral
"Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",Confusion,2020-08-05 12:15:00,ComplexThinker,Instagram,14.0,28.0,Australia,2020,8,5,12,wrestling thoughts perplexed mind lost labyrinth lifes complexities confusion perplexedmind,wrestl thought perplex mind lost labyrinth life complex confus perplexedmind,-0.7003,Negative,0.9,0.4,Positive
"Immersed in a state of emotional numbness, a shield against the storm of daily struggles.",Numbness,2021-12-01 15:30:00,ShieldedHeart,Facebook,10.0,20.0,USA,2021,12,1,15,immersed state emotional numbness shield storm daily struggles numbness emotionalshield,immers state emot numb shield storm daili struggl numb emotionalshield,-0.6249,Negative,0.325,0.0,Neutral
"A melancholic symphony playing in the background, the soundtrack of a wistful heart.",Melancholy,2019-03-25 21:00:00,SymphonySoul,Twitter,13.0,26.0,Canada,2019,3,25,21,melancholic symphony playing background soundtrack wistful heart melancholy wistfulheart,melanchol symphoni play background soundtrack wist heart melancholi wistfulheart,-0.34,Negative,0.0,0.0,Neutral
"Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",Nostalgia,2017-06-18 14:45:00,YearbookExplorer,Instagram,12.0,25.0,India,2017,6,18,14,flipping pages old yearbook nostalgia painting smiles tears face nostalgia yearbookmemories,flip page old yearbook nostalgia paint smile tear face nostalgia yearbookmemori,0.296,Positive,0.2,0.1,Positive
"Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.",Ambivalence,2022-07-08 11:30:00,DecisiveDilemma,Facebook,15.0,30.0,Australia,2022,7,8,11,torn opposing emotions ambivalence colors decisions shades uncertainty ambivalence shadesofuncertainty,torn oppos emot ambival color decis shade uncertainti ambival shadesofuncertainti,-0.5267,Negative,0.0,0.0,Neutral
"Embracing life's imperfections, finding acceptance in the journey, scars and all.",Acceptance,2023-05-15 16:20:00,ImperfectHarmony,Twitter,18.0,36.0,Canada,2023,5,15,16,embracing lifes imperfections finding acceptance journey scars acceptance imperfectjourney,embrac life imperfect find accept journey scar accept imperfectjourney,0.7184,Positive,0.0,0.0,Neutral
"A fiery determination burning within, fueled by the vision of reaching unparalleled heights.",Determination,2021-09-10 14:45:00,VisionarySpirit,Instagram,20.0,40.0,UK,2021,9,10,14,fiery determination burning within fueled vision reaching unparalleled heights determination unparalleledheights,fieri determin burn within fuel vision reach unparallel height determin unparalleledheight,0.7003,Positive,0.0,0.0,Neutral
"Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.",Serenity,2020-02-28 18:30:00,ForestDreamer,Facebook,25.0,50.0,USA,2020,2,28,18,basking serenity quiet forest whispers nature bring peace soul serenity naturewhispers,bask seren quiet forest whisper natur bring peac soul seren naturewhisp,0.5423,Positive,0.3333333333333333,0.0,Neutral
"Indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",Indifference,2023-03-10 16:30:00,SilentSpectator,Instagram,9.0,18.0,India,2023,3,10,16,indifferent noise world silent observer midst lifes cacophony indifference silentobserver,indiffer nois world silent observ midst life cacophoni indiffer silentobserv,-0.25,Negative,0.1,0.0,Neutral
"Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.",Confusion,2021-05-02 11:45:00,MazeNavigator,Facebook,14.0,28.0,Australia,2021,5,2,11,navigating labyrinth thoughts confusion constant companion maze ideas confusion thoughtlabyrinth,navig labyrinth thought confus constant companion maze idea confus thoughtlabyrinth,-0.5267,Negative,0.3333333333333333,0.0,Neutral
"An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.",Numbness,2019-10-18 14:30:00,ResilientFortress,Twitter,11.0,22.0,UK,2019,10,18,14,impenetrable numbness shields emotional storms fortress stoic resilience numbness stoicresilience,impenetr numb shield emot storm fortress stoic resili numb stoicresili,-0.3818,Negative,0.65,0.0,Neutral
"Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",Melancholy,2020-01-05 20:00:00,CanvasDreamer,Instagram,13.0,26.0,USA,2020,1,5,20,melancholy painting world hues nostalgia canvas bittersweet memories melancholy bittersweetmemories,melancholi paint world hue nostalgia canva bittersweet memori melancholi bittersweetmemori,-0.7269,Negative,0.0,0.0,Neutral
"A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.",Nostalgia,2018-08-10 15:45:00,DiaryExplorer,Facebook,12.0,25.0,Canada,2018,8,10,15,journey past flipping pages old diary nostalgia taking lead nostalgia diaryjourney,journey past flip page old diari nostalgia take lead nostalgia diaryjourney,0.0,Neutral,0.225,-0.075,Negative
"Ambivalence clouding decisions, caught in the crossroads of conflicting emotions.",Ambivalence,2022-01-15 10:30:00,CrossroadsTraveler,Twitter,15.0,30.0,India,2022,1,15,10,ambivalence clouding decisions caught crossroads conflicting emotions ambivalence conflictingemotions,ambival cloud decis caught crossroad conflict emot ambival conflictingemot,-0.4019,Negative,0.0,0.0,Neutral
"Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",Acceptance,2021-07-20 16:20:00,MosaicDreamer,Instagram,18.0,36.0,Australia,2021,7,20,16,embracing imperfections finding acceptance mosaic lifes beautiful chaos acceptance beautifulchaos,embrac imperfect find accept mosaic life beauti chao accept beautifulchao,0.7351,Positive,1.0,0.85,Positive
"Determination as the driving force, propelling me forward on the path to extraordinary achievements.",Determination,2019-12-03 13:45:00,PathfinderSpirit,Facebook,20.0,40.0,USA,2019,12,3,13,determination driving force propelling forward path extraordinary achievements determination extraordinarypath,determin drive forc propel forward path extraordinari achiev determin extraordinarypath,0.6597,Positive,1.0,0.3333333333333333,Positive
"Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",Serenity,2020-04-12 19:30:00,RaindropHarmony,Twitter,25.0,50.0,Canada,2020,4,12,19,seeking serenity melody raindrops tranquil escape noise everyday life serenity raindropmelody,seek seren melodi raindrop tranquil escap nois everyday life seren raindropmelodi,0.2263,Positive,0.6,-0.2,Negative
"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,2022-05-08 08:45:00,SeekerOfUnknowns,Instagram,22.0,45.0,UK,2022,5,8,8,curiosity driving exploration unknown seeker knowledge uncharted territories curiosity seekerofknowledge,curios drive explor unknown seeker knowledg unchart territori curios seekerofknowledg,0.2263,Positive,0.6,-0.1,Negative
"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",Indifference,2023-02-22 17:00:00,NonchalantWanderer,Facebook,9.0,18.0,India,2023,2,22,17,drifting day air nonchalance indifferent trivialities life indifference driftingthroughlife,drift day air nonchal indiffer trivial life indiffer driftingthroughlif,-0.4588,Negative,0.0,0.0,Neutral
"Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",Confusion,2020-06-05 12:15:00,ShadowedSeeker,Twitter,14.0,28.0,Australia,2020,6,5,12,lost labyrinth thoughts confusion casting shadows quest clarity confusion labyrinthofthoughts,lost labyrinth thought confus cast shadow quest clariti confus labyrinthofthought,-0.4588,Negative,0.0,0.0,Neutral
"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,10.0,20.0,Canada,2021,11,30,15,wrapped cloak emotional numbness shield storms lifes turbulence numbness emotionalstorms,wrap cloak emot numb shield storm life turbul numb emotionalstorm,-0.3818,Negative,0.65,0.0,Neutral
"Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",Melancholy,2019-02-25 21:00:00,WistfulPainter,Facebook,13.0,26.0,UK,2019,2,25,21,melancholy companion painting canvas life brushstrokes wistful yearning melancholy wistfulyearning,melancholi companion paint canva life brushstrok wist yearn melancholi wistfulyearn,-0.6486,Negative,0.0,0.0,Neutral
"Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",Nostalgia,2017-05-18 14:45:00,TaleWeaver,Twitter,12.0,25.0,USA,2017,5,18,14,leafing pages old photo album nostalgia weaving tales laughter tears nostalgia photoalbumstories,leaf page old photo album nostalgia weav tale laughter tear nostalgia photoalbumstori,0.3182,Positive,0.2,0.1,Positive
"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,2022-08-05 11:30:00,CrossroadsExplorer,Instagram,15.0,30.0,Canada,2022,8,5,11,ambivalence air caught crossroads conflicting emotions decisions ambivalence crossroadsconfusion,ambival air caught crossroad conflict emot decis ambival crossroadsconfus,-0.4019,Negative,0.0,0.0,Neutral
"Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",Acceptance,2023-06-15 16:20:00,MosaicArtist,Facebook,18.0,36.0,Australia,2023,6,15,16,embracing beauty imperfections finding acceptance mosaic lifes unpredictable art acceptance unpredictableart,embrac beauti imperfect find accept mosaic life unpredict art accept unpredictableart,0.8689,Positive,1.0,-0.16666666666666666,Negative
"Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",Determination,2021-10-10 14:45:00,DreamSculptor,Twitter,20.0,40.0,UK,2021,10,10,14,determination ablaze forging path challenges sculpting dreams tangible realities determination sculptingdreams,determin ablaz forg path challeng sculpt dream tangibl realiti determin sculptingdream,0.8126,Positive,0.0,0.0,Neutral
"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,2020-05-12 19:30:00,MoonlitSoul,Instagram,25.0,50.0,USA,2020,5,12,19,immerse serenity moonlit night quiet whispers nature bring peace soul serenity moonlitpeace,immers seren moonlit night quiet whisper natur bring peac soul seren moonlitpeac,0.5423,Positive,0.3333333333333333,0.0,Neutral
"Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",Curiosity,2022-12-01 09:15:00,FearlessExplorer,Facebook,22.0,44.0,India,2022,12,1,9,fueled curiosity venturing uncharted realms fearless explorer mysteries world curiosity fearlessexplorer,fuel curios ventur unchart realm fearless explor mysteri world curios fearlessexplor,0.4404,Positive,0.0,0.0,Neutral
"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,10.0,20.0,Canada,2021,11,30,15,wrapped cloak emotional numbness shield storms lifes turbulence numbness emotionalstorms,wrap cloak emot numb shield storm life turbul numb emotionalstorm,-0.3818,Negative,0.65,0.0,Neutral
"Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",Zest,2018-07-12 17:45:00,JoyfulDancer,Twitter,15.0,30.0,USA,2018,7,12,17,dancing life exuberance carefree spirit embracing joy zest every turn zest carefreespirit,danc life exuber carefre spirit embrac joy zest everi turn zest carefreespirit,0.802,Positive,0.2,0.8,Positive
"Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",Contentment,2020-09-05 20:10:00,SereneBasker,Facebook,18.0,36.0,Australia,2020,9,5,20,basking golden glow contentment serene river flowing landscape heart contentment goldenglow,bask golden glow content seren river flow landscap heart content goldenglow,0.7906,Positive,0.5,0.3,Positive
"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,2022-04-18 08:00:00,DreamPainter,Instagram,12.0,24.0,India,2022,4,18,8,gazing towards horizon hopeful eyes painting canvas dreams illuminated sun optimism hopeful canvasofdreams,gaze toward horizon hope eye paint canva dream illumin sun optim hope canvasofdream,0.9153,Positive,0.0,0.0,Neutral
"Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",Proud,2019-12-10 12:20:00,OakAchiever,Twitter,25.0,50.0,Canada,2019,12,10,12,standing tall proud oak branches achievement reaching towards sky accomplishment proud branchesofachievement,stand tall proud oak branch achiev reach toward sky accomplish proud branchesofachiev,0.7906,Positive,1.0,0.8,Positive
"A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",Grateful,2023-02-28 09:45:00,HeartGardener,Facebook,20.0,40.0,USA,2023,2,28,9,heart overflowing gratitude garden appreciation blooms soil kindness connection grateful blossomingconnection,heart overflow gratitud garden appreci bloom soil kind connect grate blossomingconnect,0.9118,Positive,0.0,0.0,Neutral
"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,2018-04-03 14:15:00,ThreadWeaver,Instagram,15.0,30.0,UK,2018,4,3,14,extending hand empathetic threads weaving tapestry understanding embracing joys sorrows others empathetic tapestryofunderstanding,extend hand empathet thread weav tapestri understand embrac joy sorrow other empathet tapestryofunderstand,0.8481,Positive,0.0,0.0,Neutral
"Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",Compassionate,2022-06-20 10:30:00,CloudCaretaker,Twitter,18.0,36.0,Australia,2022,6,20,10,compassionate clouds heavy care showering empathy parched grounds human suffering compassionate showerofempathy,compassion cloud heavi care shower empathi parch ground human suffer compassion showerofempathi,0.7579,Positive,0.3,-0.1,Negative
"Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",Playful,2020-07-08 18:00:00,RainDancer,Facebook,22.0,44.0,Canada,2020,7,8,18,playfully dancing rain laughter whimsical spirit twirling puddles joy lightheartedness playful danceintherain,play danc rain laughter whimsic spirit twirl puddl joy lighthearted play danceintherain,0.926,Positive,0.35,0.15000000000000002,Positive
"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,2021-08-15 11:10:00,SkyPainter,Instagram,20.0,40.0,India,2021,8,15,11,soaring wings free spirit unburdened chains conformity painting sky independence freespirit paintingthesky,soar wing free spirit unburden chain conform paint sky independ freespirit paintingtheski,0.6124,Positive,0.8,0.4,Positive
"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",Inspired,2019-10-25 16:50:00,PhoenixExplorer,Twitter,15.0,30.0,UK,2019,10,25,16,bathed glow inspiration creative phoenix rising ashes ordinary thoughts explore new realms inspired creativephoenix,bath glow inspir creativ phoenix rise ash ordinari thought explor new realm inspir creativephoenix,0.8591,Positive,0.6515151515151515,0.12878787878787878,Positive
"Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",Hopeful,2023-10-05 07:30:00,SunriseNavigator,Facebook,12.0,24.0,USA,2023,10,5,7,navigating sea hope sailing towards sunrise possibilities confident ship positive anticipation hopeful sunriseofpossibilities,navig sea hope sail toward sunris possibl confid ship posit anticip hope sunriseofposs,0.9246,Positive,0.6893939393939394,0.36363636363636365,Positive
"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,2022-02-15 13:15:00,SandStrider,Instagram,25.0,50.0,Australia,2022,2,15,13,striding confidence footprints selfassuredness imprinted sands challenges conquered victories claimed confident footprintsofassuredness,stride confid footprint selfassured imprint sand challeng conquer victori claim confid footprintsofassured,0.7783,Positive,0.8333333333333334,0.5,Positive
"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Serenity,2021-05-08 22:00:00,NightSerenader,Twitter,13.0,26.0,Canada,2021,5,8,22,lost symphony night moonlit serenade whispers tales wanderlust moonlit dreams serenity moonlitserenade,lost symphoni night moonlit serenad whisper tale wanderlust moonlit dream seren moonlitserenad,0.1027,Positive,0.0,0.0,Neutral
"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,2020-11-29 14:45:00,KnowledgeSeeker,Instagram,17.0,34.0,USA,2020,11,29,14,unveiling layers curiosity labyrinth questions leading treasure troves undiscovered knowledge curiosity labyrinthofquestions,unveil layer curios labyrinth question lead treasur trove undiscov knowledg curios labyrinthofquest,0.296,Positive,0.0,0.0,Neutral
"In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",Ambivalence,2019-09-14 10:20:00,BreezeWaltzer,Facebook,14.0,28.0,UK,2019,9,14,10,embrace autumn breeze leaves ambivalence dancing waltz choices uncertainties ambivalence autumnwaltz,embrac autumn breez leav ambival danc waltz choic uncertainti ambival autumnwaltz,-0.0258,Neutral,0.0,0.0,Neutral
"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",Grateful,2022-03-12 19:55:00,StarNavigator,Twitter,19.0,38.0,Australia,2022,3,12,19,gratitude guiding star navigating constellation blessings vast universe lifes precious moments grateful guidingstar,gratitud guid star navig constel bless vast univers life preciou moment grate guidingstar,0.926,Positive,1.0,0.25,Positive
"With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",Zest,2023-03-30 16:30:00,MeadowSprinter,Instagram,16.0,32.0,India,2023,3,30,16,zestful heart sprinting fields enthusiasm chasing sunbeams laughter meadows joy zest fieldsofenthusiasm,zest heart sprint field enthusiasm chase sunbeam laughter meadow joy zest fieldsofenthusiasm,0.872,Positive,0.2,0.8,Positive
"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Facebook,21.0,42.0,Canada,2021,7,1,12,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections compassionate tearsofempathy,compassion rain tear empathi fall gentli nurtur seed kind garden human connect compassion tearsofempathi,0.9169,Positive,0.45,0.1,Positive
"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,23.0,46.0,USA,2020,1,5,8,proudly scaling peaks achievement mountaineer conquering challenges planting flag success proud scalingpeaks,proudli scale peak achiev mountain conquer challeng plant flag success proud scalingpeak,0.8934,Positive,0.6666666666666666,0.6333333333333334,Positive
"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,14.0,28.0,UK,2022,7,17,6,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow hopeful seedsofoptimism,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow hope seedsofoptim,0.9136,Positive,0.0,0.0,Neutral
"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,24.0,48.0,Australia,2018,8,22,17,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere playful carnivalescapade,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher play carnivalescapad,0.9413,Positive,0.0,0.0,Neutral
"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,18.0,36.0,India,2021,12,8,14,floating clouds inspiration artist painting sky strokes creativity creating masterpiece dreams inspired cloudsofcreativity,float cloud inspir artist paint sky stroke creativ creat masterpiec dream inspir cloudsofcr,0.9531,Positive,0.0,0.0,Neutral
"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,20.0,40.0,Canada,2019,4,27,9,navigating river contentment serene boat cruise tranquil waters inner peace acceptance contentment tranquilwaters,navig river content seren boat cruis tranquil water inner peac accept content tranquilwat,0.9287,Positive,0.16666666666666666,0.0,Neutral
"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,16.0,32.0,USA,2023,9,3,21,empathy lantern wandering dark alleys sorrow illuminating path compassion care empathetic lanternofcompassion,empathi lantern wander dark alley sorrow illumin path compass care empathet lanternofcompass,0.6705,Positive,0.4,-0.15,Negative
"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,22.0,44.0,UK,2020,6,10,10,free spirit soaring wings dreams leaving trails independence azure sky boundless possibilities freespirit wingsofdreams,free spirit soar wing dream leav trail independ azur sky boundless possibl freespirit wingsofdream,0.7717,Positive,0.75,0.1,Positive
"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,19.0,38.0,Australia,2022,4,1,18,bathed golden hues gratefulness sunset appreciation casting warm glow landscapes heart grateful goldenhues,bath golden hue grate sunset appreci cast warm glow landscap heart grate goldenhu,0.886,Positive,0.55,0.44999999999999996,Positive
"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,2021-01-15 13:00:00,DanceStrider,Facebook,23.0,46.0,Canada,2021,1,15,13,confident strides dance life ballroom selfassuredness leads twirling challenges grace confident danceoflife,confid stride danc life ballroom selfassured lead twirl challeng grace confid danceoflif,0.8591,Positive,0.8333333333333334,0.5,Positive
"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,15.0,30.0,India,2023,5,6,7,hopeful whispers wind carrying promises brighter tomorrow symphony optimism air possibilities hopeful brightertomorrows,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl hope brightertomorrow,0.936,Positive,0.0,0.0,Neutral
"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,25.0,50.0,USA,2019,11,18,15,playfully juggling responsibilities circus performer balancing acts work joy tossing laughter air playful jugglingresponsibilities,play juggl respons circu perform balanc act work joy toss laughter air play jugglingrespons,0.91,Positive,0.2,0.8,Positive
