Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Processed_Text
embracing imperfections finding acceptance in the mosaic of lifes beautiful chaos acceptance beautifulchaos,Acceptance,2021-07-20 16:20:00,MosaicDreamer,Instagram,18.0,36.0,Australia,2021,7,20,16,embrac imperfect find accept mosaic life beauti chao accept beautifulchao
determination as the driving force propelling me forward on the path to extraordinary achievements determination extraordinarypath,Determination,2019-12-03 13:45:00,PathfinderSpirit,Facebook,20.0,40.0,USA,2019,12,3,13,determin drive forc propel forward path extraordinari achiev determin extraordinarypath
seeking serenity in the melody of raindrops a tranquil escape from the noise of everyday life serenity raindropmelody,Serenity,2020-04-12 19:30:00,RaindropHarmony,Twitter,25.0,50.0,Canada,2020,4,12,19,seek seren melodi raindrop tranquil escap nois everyday life seren raindropmelodi
curiosity driving the exploration of the unknown a seeker of knowledge in uncharted territories curiosity seekerofknowledge,Curiosity,2022-05-08 08:45:00,SeekerOfUnknowns,Instagram,22.0,45.0,UK,2022,5,8,8,curios drive explor unknown seeker knowledg unchart territori curios seekerofknowledg
drifting through the day with an air of nonchalance indifferent to the trivialities of life indifference driftingthroughlife,Indifference,2023-02-22 17:00:00,NonchalantWanderer,Facebook,9.0,18.0,India,2023,2,22,17,drift day air nonchal indiffer trivial life indiffer driftingthroughlif
lost in the labyrinth of thoughts confusion casting shadows on the quest for clarity confusion labyrinthofthoughts,Confusion,2020-06-05 12:15:00,ShadowedSeeker,Twitter,14.0,28.0,Australia,2020,6,5,12,lost labyrinth thought confus cast shadow quest clariti confus labyrinthofthought
wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence numbness emotionalstorms,Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,10.0,20.0,Canada,2021,11,30,15,wrap cloak emot numb shield storm life turbul numb emotionalstorm
melancholy as a companion painting the canvas of life with the brushstrokes of wistful yearning melancholy wistfulyearning,Melancholy,2019-02-25 21:00:00,WistfulPainter,Facebook,13.0,26.0,UK,2019,2,25,21,melancholi companion paint canva life brushstrok wist yearn melancholi wistfulyearn
leafing through the pages of an old photo album nostalgia weaving tales of laughter and tears nostalgia photoalbumstories,Nostalgia,2017-05-18 14:45:00,TaleWeaver,Twitter,12.0,25.0,USA,2017,5,18,14,leaf page old photo album nostalgia weav tale laughter tear nostalgia photoalbumstori
ambivalence in the air caught between the crossroads of conflicting emotions and decisions ambivalence crossroadsconfusion,Ambivalence,2022-08-05 11:30:00,CrossroadsExplorer,Instagram,15.0,30.0,Canada,2022,8,5,11,ambival air caught crossroad conflict emot decis ambival crossroadsconfus
embracing the beauty in imperfections finding acceptance in the mosaic of lifes unpredictable art acceptance unpredictableart,Acceptance,2023-06-15 16:20:00,MosaicArtist,Facebook,18.0,36.0,Australia,2023,6,15,16,embrac beauti imperfect find accept mosaic life unpredict art accept unpredictableart
determination ablaze forging a path through challenges sculpting dreams into tangible realities determination sculptingdreams,Determination,2021-10-10 14:45:00,DreamSculptor,Twitter,20.0,40.0,UK,2021,10,10,14,determin ablaz forg path challeng sculpt dream tangibl realiti determin sculptingdream
immerse in the serenity of a moonlit night where the quiet whispers of nature bring peace to the soul serenity moonlitpeace,Serenity,2020-05-12 19:30:00,MoonlitSoul,Instagram,25.0,50.0,USA,2020,5,12,19,immers seren moonlit night quiet whisper natur bring peac soul seren moonlitpeac
fueled by curiosity venturing into uncharted realms a fearless explorer of the mysteries of the world curiosity fearlessexplorer,Curiosity,2022-12-01 09:15:00,FearlessExplorer,Facebook,22.0,44.0,India,2022,12,1,9,fuel curios ventur unchart realm fearless explor mysteri world curios fearlessexplor
wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence numbness emotionalstorms,Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,10.0,20.0,Canada,2021,11,30,15,wrap cloak emot numb shield storm life turbul numb emotionalstorm
dancing through life with the exuberance of a carefree spirit embracing joy and zest at every turn zest carefreespirit,Zest,2018-07-12 17:45:00,JoyfulDancer,Twitter,15.0,30.0,USA,2018,7,12,17,danc life exuber carefre spirit embrac joy zest everi turn zest carefreespirit
basking in the golden glow of contentment a serene river flowing through the landscape of the heart contentment goldenglow,Contentment,2020-09-05 20:10:00,SereneBasker,Facebook,18.0,36.0,Australia,2020,9,5,20,bask golden glow content seren river flow landscap heart content goldenglow
gazing towards the horizon with hopeful eyes painting a canvas of dreams illuminated by the sun of optimism hopeful canvasofdreams,Hopeful,2022-04-18 08:00:00,DreamPainter,Instagram,12.0,24.0,India,2022,4,18,8,gaze toward horizon hope eye paint canva dream illumin sun optim hope canvasofdream
standing tall proud as an oak the branches of achievement reaching towards the sky of accomplishment proud branchesofachievement,Proud,2019-12-10 12:20:00,OakAchiever,Twitter,25.0,50.0,Canada,2019,12,10,12,stand tall proud oak branch achiev reach toward sky accomplish proud branchesofachiev
a heart overflowing with gratitude a garden where appreciation blooms in the soil of kindness and connection grateful blossomingconnection,Grateful,2023-02-28 09:45:00,HeartGardener,Facebook,20.0,40.0,USA,2023,2,28,9,heart overflow gratitud garden appreci bloom soil kind connect grate blossomingconnect
extending a hand empathetic threads weaving a tapestry of understanding embracing the joys and sorrows of others empathetic tapestryofunderstanding,Empathetic,2018-04-03 14:15:00,ThreadWeaver,Instagram,15.0,30.0,UK,2018,4,3,14,extend hand empathet thread weav tapestri understand embrac joy sorrow other empathet tapestryofunderstand
compassionate clouds heavy with care showering empathy on the parched grounds of human suffering compassionate showerofempathy,Compassionate,2022-06-20 10:30:00,CloudCaretaker,Twitter,18.0,36.0,Australia,2022,6,20,10,compassion cloud heavi care shower empathi parch ground human suffer compassion showerofempathi
playfully dancing in the rain of laughter a whimsical spirit twirling in the puddles of joy and lightheartedness playful danceintherain,Playful,2020-07-08 18:00:00,RainDancer,Facebook,22.0,44.0,Canada,2020,7,8,18,play danc rain laughter whimsic spirit twirl puddl joy lighthearted play danceintherain
soaring on the wings of a free spirit unburdened by the chains of conformity painting the sky with independence freespirit paintingthesky,Free-spirited,2021-08-15 11:10:00,SkyPainter,Instagram,20.0,40.0,India,2021,8,15,11,soar wing free spirit unburden chain conform paint sky independ freespirit paintingtheski
bathed in the glow of inspiration a creative phoenix rising from the ashes of ordinary thoughts to explore new realms inspired creativephoenix,Inspired,2019-10-25 16:50:00,PhoenixExplorer,Twitter,15.0,30.0,UK,2019,10,25,16,bath glow inspir creativ phoenix rise ash ordinari thought explor new realm inspir creativephoenix
navigating the sea of hope sailing towards the sunrise of possibilities confident in the ship of positive anticipation hopeful sunriseofpossibilities,Hopeful,2023-10-05 07:30:00,SunriseNavigator,Facebook,12.0,24.0,USA,2023,10,5,7,navig sea hope sail toward sunris possibl confid ship posit anticip hope sunriseofposs
striding with confidence footprints of selfassuredness imprinted on the sands of challenges conquered and victories claimed confident footprintsofassuredness,Confident,2022-02-15 13:15:00,SandStrider,Instagram,25.0,50.0,Australia,2022,2,15,13,stride confid footprint selfassured imprint sand challeng conquer victori claim confid footprintsofassured
lost in the symphony of the night a moonlit serenade that whispers tales of wanderlust and moonlit dreams serenity moonlitserenade,Serenity,2021-05-08 22:00:00,NightSerenader,Twitter,13.0,26.0,Canada,2021,5,8,22,lost symphoni night moonlit serenad whisper tale wanderlust moonlit dream seren moonlitserenad
unveiling the layers of curiosity a labyrinth of questions leading to the treasure troves of undiscovered knowledge curiosity labyrinthofquestions,Curiosity,2020-11-29 14:45:00,KnowledgeSeeker,Instagram,17.0,34.0,USA,2020,11,29,14,unveil layer curios labyrinth question lead treasur trove undiscov knowledg curios labyrinthofquest
in the embrace of the autumn breeze leaves of ambivalence dancing in a waltz between choices and uncertainties ambivalence autumnwaltz,Ambivalence,2019-09-14 10:20:00,BreezeWaltzer,Facebook,14.0,28.0,UK,2019,9,14,10,embrac autumn breez leav ambival danc waltz choic uncertainti ambival autumnwaltz
gratitude as a guiding star navigating the constellation of blessings in the vast universe of lifes precious moments grateful guidingstar,Grateful,2022-03-12 19:55:00,StarNavigator,Twitter,19.0,38.0,Australia,2022,3,12,19,gratitud guid star navig constel bless vast univers life preciou moment grate guidingstar
with a zestful heart sprinting through fields of enthusiasm chasing sunbeams and laughter in the meadows of joy zest fieldsofenthusiasm,Zest,2023-03-30 16:30:00,MeadowSprinter,Instagram,16.0,32.0,India,2023,3,30,16,zest heart sprint field enthusiasm chase sunbeam laughter meadow joy zest fieldsofenthusiasm
a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections compassionate tearsofempathy,Compassionate,2021-07-01 12:10:00,RainNurturer,Facebook,21.0,42.0,Canada,2021,7,1,12,compassion rain tear empathi fall gentli nurtur seed kind garden human connect compassion tearsofempathi
proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success proud scalingpeaks,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,23.0,46.0,USA,2020,1,5,8,proudli scale peak achiev mountain conquer challeng plant flag success proud scalingpeak
embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow hopeful seedsofoptimism,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,14.0,28.0,UK,2022,7,17,6,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow hope seedsofoptim
a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere playful carnivalescapade,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,24.0,48.0,Australia,2018,8,22,17,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher play carnivalescapad
floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams inspired cloudsofcreativity,Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,18.0,36.0,India,2021,12,8,14,float cloud inspir artist paint sky stroke creativ creat masterpiec dream inspir cloudsofcr
navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance contentment tranquilwaters,Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,20.0,40.0,Canada,2019,4,27,9,navig river content seren boat cruis tranquil water inner peac accept content tranquilwat
with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care empathetic lanternofcompassion,Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,16.0,32.0,USA,2023,9,3,21,empathi lantern wander dark alley sorrow illumin path compass care empathet lanternofcompass
a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities freespirit wingsofdreams,Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,22.0,44.0,UK,2020,6,10,10,free spirit soar wing dream leav trail independ azur sky boundless possibl freespirit wingsofdream
bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart grateful goldenhues,Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,19.0,38.0,Australia,2022,4,1,18,bath golden hue grate sunset appreci cast warm glow landscap heart grate goldenhu
confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace confident danceoflife,Confident,2021-01-15 13:00:00,DanceStrider,Facebook,23.0,46.0,Canada,2021,1,15,13,confid stride danc life ballroom selfassured lead twirl challeng grace confid danceoflif
hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities hopeful brightertomorrows,Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,15.0,30.0,India,2023,5,6,7,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl hope brightertomorrow
playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air playful jugglingresponsibilities,Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,25.0,50.0,USA,2019,11,18,15,play juggl respons circu perform balanc act work joy toss laughter air play jugglingrespons
whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination inspired talestothestars,Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,14.0,28.0,UK,2020,8,29,20,whisper tale inspir star storytel craft constel thread imagin inspir talestothestar
charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored hopeful sailorofdreams,Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,17.0,34.0,Australia,2022,10,30,11,chart cours wave hope anticip sailor steer toward shore dream yet unexplor hope sailorofdream
a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections compassionate tearsofempathy,Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,21.0,42.0,Canada,2021,7,1,12,compassion rain tear empathi fall gentli nurtur seed kind garden human connect compassion tearsofempathi
proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success proud scalingpeaks,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,23.0,46.0,USA,2020,1,5,8,proudli scale peak achiev mountain conquer challeng plant flag success proud scalingpeak
embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow hopeful seedsofoptimism,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,14.0,28.0,UK,2022,7,17,6,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow hope seedsofoptim
a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere playful carnivalescapade,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,24.0,48.0,Australia,2018,8,22,17,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher play carnivalescapad
floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams inspired cloudsofcreativity,Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,18.0,36.0,India,2021,12,8,14,float cloud inspir artist paint sky stroke creativ creat masterpiec dream inspir cloudsofcr
navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance contentment tranquilwaters,Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,20.0,40.0,Canada,2019,4,27,9,navig river content seren boat cruis tranquil water inner peac accept content tranquilwat
with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care empathetic lanternofcompassion,Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,16.0,32.0,USA,2023,9,3,21,empathi lantern wander dark alley sorrow illumin path compass care empathet lanternofcompass
a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities freespirit wingsofdreams,Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,22.0,44.0,UK,2020,6,10,10,free spirit soar wing dream leav trail independ azur sky boundless possibl freespirit wingsofdream
bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart grateful goldenhues,Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,19.0,38.0,Australia,2022,4,1,18,bath golden hue grate sunset appreci cast warm glow landscap heart grate goldenhu
confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace confident danceoflife,Confident,2021-01-15 13:00:00,DanceStrider,Facebook,23.0,46.0,Canada,2021,1,15,13,confid stride danc life ballroom selfassured lead twirl challeng grace confid danceoflif
hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities hopeful brightertomorrows,Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,15.0,30.0,India,2023,5,6,7,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl hope brightertomorrow
playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air playful jugglingresponsibilities,Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,25.0,50.0,USA,2019,11,18,15,play juggl respons circu perform balanc act work joy toss laughter air play jugglingrespons
whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination inspired talestothestars,Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,14.0,28.0,UK,2020,8,29,20,whisper tale inspir star storytel craft constel thread imagin inspir talestothestar
charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored hopeful sailorofdreams,Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,17.0,34.0,Australia,2022,10,30,11,chart cours wave hope anticip sailor steer toward shore dream yet unexplor hope sailorofdream
a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections compassionate tearsofempathy,Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,21.0,42.0,Canada,2021,7,1,12,compassion rain tear empathi fall gentli nurtur seed kind garden human connect compassion tearsofempathi
proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success proud scalingpeaks,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,23.0,46.0,USA,2020,1,5,8,proudli scale peak achiev mountain conquer challeng plant flag success proud scalingpeak
embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow hopeful seedsofoptimism,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,14.0,28.0,India,2022,7,17,6,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow hope seedsofoptim
a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere playful carnivalescapade,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,24.0,48.0,Australia,2018,8,22,17,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher play carnivalescapad
drowning in the abyss of despair a heart shattered into fragments lost in the echoing silence of hopelessness despair echoingsilence,Despair,2021-09-15 16:00:00,ShatteredHeart,Instagram,8.0,16.0,Canada,2021,9,15,16,drown abyss despair heart shatter fragment lost echo silenc hopeless despair echoingsil
bitterness festering like a venomous vine entwining the soul in a web of resentment poisoning the garden of peace bitterness resentmentweb,Bitterness,2019-03-08 14:20:00,VenomousSoul,Facebook,12.0,24.0,UK,2019,3,8,14,bitter fester like venom vine entwin soul web resent poison garden peac bitter resentmentweb
wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing loneliness miragesofconnection,Loneliness,2017-07-20 11:45:00,DesertWanderer,Twitter,15.0,30.0,USA,2017,7,20,11,wander desert loneli step heavi sigh mirag connect shimmer never materi loneli miragesofconnect
yearning for a touch thats not there echoes of a distant warmth haunting the heart in the cold embrace of solitude yearning distantwarmth,Yearning,2020-11-02 19:30:00,ColdEmbrace,Instagram,10.0,20.0,Australia,2020,11,2,19,yearn touch that echo distant warmth haunt heart cold embrac solitud yearn distantwarmth
eyes wide open in the night fearful shadows dancing on the walls the mind a prisoner of imagined horrors fearful imaginedhorrors,Fearful,2022-05-12 02:00:00,NightPrisoner,Facebook,18.0,36.0,India,2022,5,12,2,eye wide open night fear shadow danc wall mind prison imagin horror fear imaginedhorror
apprehensive steps on the tightrope of uncertainty a balancing act where the fall seems inevitable anxiety a constant companion apprehensive balancingact,Apprehensive,2023-04-08 13:15:00,TightropeWalker,Twitter,14.0,28.0,UK,2023,4,8,13,apprehens step tightrop uncertainti balanc act fall seem inevit anxieti constant companion apprehens balancingact
overwhelmed by the weight of the world atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion overwhelmed bouldersofexhaustion,Overwhelmed,2021-06-25 17:50:00,AtlasBearer,Instagram,22.0,44.0,Canada,2021,6,25,17,overwhelm weight world atla trembl shoulder respons boulder landscap exhaust overwhelm bouldersofexhaust
jealousy a greeneyed monster lurking in the shadows casting a dark cloud over the sunshine of others success jealous greeneyedmonster,Jealous,2019-08-30 10:10:00,GreenMonster,Facebook,16.0,32.0,USA,2019,8,30,10,jealousi greeney monster lurk shadow cast dark cloud sunshin other success jealou greeneyedmonst
devastated by the storm of betrayal the wreckage of trust scattered like debris a heart torn by the winds of broken promises devastated windsofbrokenpromises,Devastated,2022-08-03 15:30:00,StormSurvivor,Twitter,25.0,50.0,Australia,2022,8,3,15,devast storm betray wreckag trust scatter like debri heart torn wind broken promis devast windsofbrokenpromis
frustrated fingers tapping on the keyboard a symphony of annoyance composing an unsolvable puzzle of unmet expectations frustrated unsolvablepuzzle,Frustrated,2020-12-17 09:20:00,PuzzleComposer,Instagram,12.0,24.0,India,2020,12,17,9,frustrat finger tap keyboard symphoni annoy compos unsolv puzzl unmet expect frustrat unsolvablepuzzl
envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach envious gildedprize,Envious,2021-02-28 22:45:00,GildedHeartache,Facebook,20.0,40.0,USA,2021,2,28,22,enviou eye fixat gild prize heartach fuel pain desir possess seem forev reach enviou gildedpr
dismissive glances a fortress built with indifference walls impenetrable to the pleas of understanding and recognition dismissive impenetrablewalls,Dismissive,2018-05-10 14:00:00,IndifferentFort,Twitter,14.0,28.0,UK,2018,5,10,14,dismiss glanc fortress built indiffer wall impenetr plea understand recognit dismiss impenetrablewal
shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration frustrated mosaicofdisappointment,Frustrated,2022-01-07 11:10:00,DreamMosaic,Instagram,15.0,30.0,Canada,2022,1,7,11,shatter dream lie floor like fragment glass mosaic disappoint craft hand frustrat frustrat mosaicofdisappoint
loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne loneliness solitarynocturne,Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,18.0,36.0,Australia,2019,9,19,3,loneli silent companion night echo chamber solitud heart solitari nocturn loneli solitarynocturn
fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxietys tune fearful specteroftheunknown,Fearful,2023-07-14 23:00:00,DarkWhispers,Twitter,13.0,26.0,UK,2023,7,14,23,fear whisper dark mind haunt specter unknown shadow danc rhythm anxieti tune fear specteroftheunknown
bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time bitterness bitteraftertaste,Bitterness,2020-04-05 16:20:00,LingeringTaste,Instagram,10.0,20.0,India,2020,4,5,16,bitter bitter aftertast linger tongu word remind wound refus heal pass time bitter bitteraftertast
overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat overwhelmed drowningsoul,Overwhelmed,2021-11-29 08:45:00,TempestSurvivor,Facebook,20.0,40.0,USA,2021,11,29,8,overwhelm cacophoni expect drown soul tempest pressur struggl stay afloat overwhelm drowningsoul
jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent jealous heartofdiscontent,Jealous,2019-12-12 17:00:00,VenomousHeart,Twitter,16.0,32.0,Australia,2019,12,12,17,jealousi venom seep vein poison heart turn breed ground discont jealou heartofdiscont
devastated by the revelation of betrayal the trust shattered like fragile glass leaving shards of pain in its wake devastated shatteredtrust,Devastated,2022-05-20 14:50:00,FragileTrust,Instagram,25.0,50.0,Canada,2022,5,20,14,devast revel betray trust shatter like fragil glass leav shard pain wake devast shatteredtrust
frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand frustrated slippingthreads,Frustrated,2020-09-03 12:15:00,BrokenThreads,Facebook,14.0,28.0,UK,2020,9,3,12,frustrat attempt mend broken connect thread understand slip finger like grain sand frustrat slippingthread
envious gazes cast upon the podium of success a bitter pill swallowed the taste lingering as a constant reminder of unattained heights envious bitterpill,Envious,2021-02-10 19:30:00,SuccessPill,Twitter,20.0,40.0,USA,2021,2,10,19,enviou gaze cast upon podium success bitter pill swallow tast linger constant remind unattain height enviou bitterpil
dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference dismissive indifferenceperformance,Dismissive,2018-08-18 14:40:00,CurtainShield,Instagram,12.0,24.0,Australia,2018,8,18,14,dismiss gestur curtain drawn shield vulner stage emot take backseat perform indiffer dismiss indifferenceperform
despair like a heavy fog enveloping every thought blurring the path ahead a journey in the labyrinth of utter hopelessness despair labyrinthofhopelessness,Despair,2022-02-28 21:00:00,FoggyLabyrinth,Facebook,8.0,16.0,Canada,2022,2,28,21,despair like heavi fog envelop everi thought blur path ahead journey labyrinth utter hopeless despair labyrinthofhopeless
bitterness a bitter chill in the air freezing moments into icicles of resentment that dangle precariously over the landscape of memory bitterness iciclesofresentment,Bitterness,2019-10-15 10:30:00,IcyResentment,Twitter,15.0,30.0,UK,2019,10,15,10,bitter bitter chill air freez moment icicl resent dangl precari landscap memori bitter iciclesofresent
loneliness a solitary moon in a starless sky casting a cold glow on the landscape of isolation where echoes bounce in empty spaces loneliness starlesssky,Loneliness,2017-12-01 18:50:00,SolitaryMoon,Instagram,18.0,36.0,USA,2017,12,1,18,loneli solitari moon starless sky cast cold glow landscap isol echo bounc empti space loneli starlessski
yearning for the warmth of a vanished sun a heartache painted in the hues of a sunset that never graced the horizon yearning huesofsunset,Yearning,2020-04-18 16:15:00,VanishedSunset,Facebook,10.0,20.0,Australia,2020,4,18,16,yearn warmth vanish sun heartach paint hue sunset never grace horizon yearn huesofsunset
fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the minds darkest corners fearful lurkingmonsters,Fearful,2023-01-07 03:30:00,NightPrisoner,Twitter,18.0,36.0,India,2023,1,7,3,fear eye scan shadow prison night terror lurk monster born mind darkest corner fear lurkingmonst
apprehensive whispers in the wind a forecast of uncertainty the minds weather vane spinning wildly in the storm of doubt apprehensive stormofdoubt,Apprehensive,2021-06-10 10:00:00,WindWhisperer,Instagram,14.0,28.0,Canada,2021,6,10,10,apprehens whisper wind forecast uncertainti mind weather vane spin wildli storm doubt apprehens stormofdoubt
overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience overwhelmed minotaurofpressure,Overwhelmed,2020-02-22 15:20:00,MazeExplorer,Facebook,22.0,44.0,USA,2020,2,22,15,overwhelm maze expect minotaur pressur lurk labyrinth wait devour spirit resili overwhelm minotaurofpressur
jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence jealous bloomingachievements,Jealous,2018-03-17 14:45:00,WoundedGarden,Twitter,16.0,32.0,UK,2018,3,17,14,jealousi fester wound pain intensifi glanc garden other achiev bloom beyond fenc jealou bloomingachiev
devastated a heart in ruins the echoes of shattered dreams reverberating in the chambers a requiem for what once was whole devastated echoesofshattereddreams,Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram,25.0,50.0,Australia,2022,10,28,11,devast heart ruin echo shatter dream reverber chamber requiem whole devast echoesofshattereddream
frustrated attempts to untangle the knot of confusion the threads of understanding slipping further into the labyrinth of miscommunication frustrated labyrinthofmiscommunication,Frustrated,2020-11-01 12:30:00,KnotUntangler,Facebook,14.0,28.0,India,2020,11,1,12,frustrat attempt untangl knot confus thread understand slip labyrinth miscommun frustrat labyrinthofmiscommun
envious eyes locked on the treasure chest of opportunities a heartache fueled by the desire for keys that seem forever elusive envious desireforkeys,Envious,2021-01-15 22:10:00,ElusiveKeys,Twitter,20.0,40.0,USA,2021,1,15,22,enviou eye lock treasur chest opportun heartach fuel desir key seem forev elus enviou desireforkey
dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference dismissive indifferenceperformance,Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram,12.0,24.0,Australia,2018,8,18,14,dismiss gestur curtain drawn shield vulner stage emot take backseat perform indiffer dismiss indifferenceperform
shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration frustrated mosaicofdisappointment,Frustrated,2022-01-07 11:10:00,DreamMosaic,Twitter,15.0,30.0,Canada,2022,1,7,11,shatter dream lie floor like fragment glass mosaic disappoint craft hand frustrat frustrat mosaicofdisappoint
loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne loneliness solitarynocturne,Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,18.0,36.0,Australia,2019,9,19,3,loneli silent companion night echo chamber solitud heart solitari nocturn loneli solitarynocturn
awestruck by the breathtaking sunrise over the mountains awe breathtakingsunrise,Awe,2022-04-03 06:15:00,NatureAdmirer,Instagram,28.0,55.0,USA,2022,4,3,6,awestruck breathtak sunris mountain awe breathtakingsunris
navigating through the challenges with determination determination challenges,Determination,2023-10-12 10:30:00,GoalPursuer,Twitter,15.0,30.0,Canada,2023,10,12,10,navig challeng determin determin challeng
